63;3,12,22;1
63;3,5,-24;3
63;0,-4,-24;3
64;24;0
65;18,24;0
66;19,24;0
67;18,19,24;0
67;3,-20,24;1
68;20,24;0
69;18,20,24;0
69;3,-19,24;1
70;19,20,24;0
70;3,-18,24;1
71;3,24;1
72;21,24;0
73;18,21,24;0
74;19,21,24;0
75;18,19,21,24;0
75;3,-20,21,24;1
76;20,21,24;0
77;18,20,21,24;0
77;3,-19,21,24;1
78;19,20,21,24;0
78;3,-18,21,24;1
79;3,21,24;1
80;13;0
81;13,18;0
82;13,19;0
83;13,18,19;0
83;3,13,-20;1
84;13,20;0
85;13,18,20;0
85;3,13,-19;1
86;13,19,20;0
86;3,13,-18;1
87;3,13;1
88;14,24;0
88;13,21;0
88;5,-23;2
89;14,18,24;0
89;13,18,21;0
89;5,18,-23;2
90;14,19,24;0
90;13,19,21;0
90;5,19,-23;2
91;14,18,19,24;0
91;13,18,19,21;0
91;5,18,19,-23;2
91;3,14,-20,24;1
91;3,13,-20,21;1
91;3,5,-20,-23;3
91;0,-4,-20,-23;3
92;14,20,24;0
92;13,20,21;0
92;5,20,-23;2
93;14,18,20,24;0
93;13,18,20,21;0
93;5,18,20,-23;2
93;3,14,-19,24;1
93;3,13,-19,21;1
93;3,5,-19,-23;3
93;0,-4,-19,-23;3
94;14,19,20,24;0
94;13,19,20,21;0
94;5,19,20,-23;2
94;3,14,-18,24;1
94;3,13,-18,21;1
94;3,5,-18,-23;3
94;0,-4,-18,-23;3
95;3,14,24;1
95;3,13,21;1
95;3,5,-23;3
95;0,-4,-23;3
96;15;0
97;15,18;0
98;15,19;0
99;15,18,19;0
99;3,15,-20;1
100;15,20;0
101;15,18,20;0
101;3,15,-19;1
102;15,19,20;0
102;3,15,-18;1
103;3,15;1
104;15,21;0
104;12,24;0
104;5,-22;2
105;15,18,21;0
105;12,18,24;0
105;5,18,-22;2
106;15,19,21;0
106;12,19,24;0
106;5,19,-22;2
107;15,18,19,21;0
107;12,18,19,24;0
107;5,18,19,-22;2
107;3,15,-20,21;1
107;3,12,-20,24;1
107;3,5,-20,-22;3
107;0,-4,-20,-22;3
108;15,20,21;0
108;12,20,24;0
108;5,20,-22;2
109;15,18,20,21;0
109;12,18,20,24;0
109;5,18,20,-22;2
109;3,15,-19,21;1
109;3,12,-19,24;1
109;3,5,-19,-22;3
109;0,-4,-19,-22;3
110;15,19,20,21;0
110;12,19,20,24;0
110;5,19,20,-22;2
110;3,15,-18,21;1
110;3,12,-18,24;1
110;3,5,-18,-22;3
110;0,-4,-18,-22;3
111;3,15,21;1
111;3,12,24;1
111;3,5,-22;3
111;0,-4,-22;3
112;15,22;0
112;13,23;0
112;5,-21;2
113;15,18,22;0
113;13,18,23;0
113;5,18,-21;2
114;15,19,22;0
114;13,19,23;0
114;5,19,-21;2
115;15,18,19,22;0
115;13,18,19,23;0
115;5,18,19,-21;2
115;3,15,-20,22;1
115;3,13,-20,23;1
115;3,5,-20,-21;3
115;0,-4,-20,-21;3
116;15,20,22;0
116;13,20,23;0
116;5,20,-21;2
117;15,18,20,22;0
117;13,18,20,23;0
117;5,18,20,-21;2
117;3,15,-19,22;1
117;3,13,-19,23;1
117;3,5,-19,-21;3
117;0,-4,-19,-21;3
118;15,19,20,22;0
118;13,19,20,23;0
118;5,19,20,-21;2
118;3,15,-18,22;1
118;3,13,-18,23;1
118;3,5,-18,-21;3
118;0,-4,-18,-21;3
119;3,15,22;1
119;3,13,23;1
119;3,5,-21;3
119;0,-4,-21;3
120;5;2
121;5,18;2
122;5,19;2
123;5,18,19;2
123;3,5,-20;3
123;0,-4,-20;3
124;5,20;2
125;5,18,20;2
125;3,5,-19;3
125;0,-4,-19;3
126;5,19,20;2
126;3,5,-18;3
126;0,-4,-18;3
127;3,5;3
127;0,-4;3
128;25;0
129;18,25;0
130;19,25;0
131;18,19,25;0
131;3,-20,25;1
132;20,25;0
133;18,20,25;0
133;3,-19,25;1
134;19,20,25;0
134;3,-18,25;1
135;3,25;1
136;21,25;0
137;18,21,25;0
138;19,21,25;0
139;18,19,21,25;0
139;3,-20,21,25;1
140;20,21,25;0
141;18,20,21,25;0
141;3,-19,21,25;1
142;19,20,21,25;0
142;3,-18,21,25;1
143;3,21,25;1
144;22,25;0
145;18,22,25;0
146;19,22,25;0
147;18,19,22,25;0
147;3,-20,22,25;1
148;20,22,25;0
149;18,20,22,25;0
149;3,-19,22,25;1
150;19,20,22,25;0
150;3,-18,22,25;1
151;3,22,25;1
152;14,25;0
153;14,18,25;0
154;14,19,25;0
155;14,18,19,25;0
155;3,14,-20,25;1
156;14,20,25;0
157;14,18,20,25;0
157;3,14,-19,25;1
158;14,19,20,25;0
158;3,14,-18,25;1
159;3,14,25;1
160;23,25;0
161;18,23,25;0
162;19,23,25;0
163;18,19,23,25;0
163;3,-20,23,25;1
164;20,23,25;0
165;18,20,23,25;0
165;3,-19,23,25;1
166;19,20,23,25;0
166;3,-18,23,25;1
167;3,23,25;1
168;12,25;0
169;12,18,25;0
170;12,19,25;0
171;12,18,19,25;0
171;3,12,-20,25;1
172;12,20,25;0
173;12,18,20,25;0
173;3,12,-19,25;1
174;12,19,20,25;0
174;3,12,-18,25;1
175;3,12,25;1
176;22,23,25;0
177;18,22,23,25;0
178;19,22,23,25;0
179;18,19,22,23,25;0
179;3,-20,22,23,25;1
180;20,22,23,25;0
181;18,20,22,23,25;0
181;3,-19,22,23,25;1
182;19,20,22,23,25;0
182;3,-18,22,23,25;1
183;3,22,23,25;1
184;14,23,25;0
184;12,22,25;0
184;5,-24,25;2
185;14,18,23,25;0
185;12,18,22,25;0
185;5,18,-24,25;2
186;14,19,23,25;0
186;12,19,22,25;0
186;5,19,-24,25;2
187;14,18,19,23,25;0
187;12,18,19,22,25;0
187;5,18,19,-24,25;2
187;3,14,-20,23,25;1
187;3,12,-20,22,25;1
187;3,5,-20,-24,25;3
187;0,-4,-20,-24,25;3
187;0,-20,-24,-26,-27;7
188;14,20,23,25;0
188;12,20,22,25;0
188;5,20,-24,25;2
189;14,18,20,23,25;0
189;12,18,20,22,25;0
189;5,18,20,-24,25;2
189;3,14,-19,23,25;1
189;3,12,-19,22,25;1
189;3,5,-19,-24,25;3
189;0,-4,-19,-24,25;3
189;0,-19,-24,-26,-27;7
190;14,19,20,23,25;0
190;12,19,20,22,25;0
190;5,19,20,-24,25;2
190;3,14,-18,23,25;1
190;3,12,-18,22,25;1
190;3,5,-18,-24,25;3
190;0,-4,-18,-24,25;3
190;0,-18,-24,-26,-27;7
191;3,14,23,25;1
191;3,12,22,25;1
191;3,5,-24,25;3
191;0,-4,-24,25;3
191;0,-24,-26,-27;7
192;24,25;0
193;18,24,25;0
194;19,24,25;0
195;18,19,24,25;0
195;3,-20,24,25;1
196;20,24,25;0
197;18,20,24,25;0
197;3,-19,24,25;1
198;19,20,24,25;0
198;3,-18,24,25;1
199;3,24,25;1
200;21,24,25;0
201;18,21,24,25;0
202;19,21,24,25;0
203;18,19,21,24,25;0
203;3,-20,21,24,25;1
204;20,21,24,25;0
205;18,20,21,24,25;0
205;3,-19,21,24,25;1
206;19,20,21,24,25;0
206;3,-18,21,24,25;1
207;3,21,24,25;1
208;13,25;0
209;13,18,25;0
210;13,19,25;0
211;13,18,19,25;0
211;3,13,-20,25;1
212;13,20,25;0
213;13,18,20,25;0
213;3,13,-19,25;1
214;13,19,20,25;0
214;3,13,-18,25;1
215;3,13,25;1
216;14,24,25;0
216;13,21,25;0
216;5,-23,25;2
217;14,18,24,25;0
217;13,18,21,25;0
217;5,18,-23,25;2
218;14,19,24,25;0
218;13,19,21,25;0
218;5,19,-23,25;2
219;14,18,19,24,25;0
219;13,18,19,21,25;0
219;5,18,19,-23,25;2
219;3,14,-20,24,25;1
219;3,13,-20,21,25;1
219;3,5,-20,-23,25;3
219;0,-4,-20,-23,25;3
219;0,-20,-23,-26,-27;7
220;14,20,24,25;0
220;13,20,21,25;0
220;5,20,-23,25;2
221;14,18,20,24,25;0
221;13,18,20,21,25;0
221;5,18,20,-23,25;2
221;3,14,-19,24,25;1
221;3,13,-19,21,25;1
221;3,5,-19,-23,25;3
221;0,-4,-19,-23,25;3
221;0,-19,-23,-26,-27;7
222;14,19,20,24,25;0
222;13,19,20,21,25;0
222;5,19,20,-23,25;2
222;3,14,-18,24,25;1
222;3,13,-18,21,25;1
222;3,5,-18,-23,25;3
222;0,-4,-18,-23,25;3
222;0,-18,-23,-26,-27;7
223;3,14,24,25;1
223;3,13,21,25;1
223;3,5,-23,25;3
223;0,-4,-23,25;3
223;0,-23,-26,-27;7
224;15,25;0
225;15,18,25;0
226;15,19,25;0
227;15,18,19,25;0
227;3,15,-20,25;1
228;15,20,25;0
229;15,18,20,25;0
229;3,15,-19,25;1
230;15,19,20,25;0
230;3,15,-18,25;1
231;3,15,25;1
232;15,21,25;0
232;12,24,25;0
232;5,-22,25;2
233;15,18,21,25;0
233;12,18,24,25;0
233;5,18,-22,25;2
234;15,19,21,25;0
234;12,19,24,25;0
234;5,19,-22,25;2
235;15,18,19,21,25;0
235;12,18,19,24,25;0
235;5,18,19,-22,25;2
235;3,15,-20,21,25;1
235;3,12,-20,24,25;1
235;3,5,-20,-22,25;3
235;0,-4,-20,-22,25;3
235;0,-20,-22,-26,-27;7
236;15,20,21,25;0
236;12,20,24,25;0
236;5,20,-22,25;2
237;15,18,20,21,25;0
237;12,18,20,24,25;0
237;5,18,20,-22,25;2
237;3,15,-19,21,25;1
237;3,12,-19,24,25;1
237;3,5,-19,-22,25;3
237;0,-4,-19,-22,25;3
237;0,-19,-22,-26,-27;7
238;15,19,20,21,25;0
238;12,19,20,24,25;0
238;5,19,20,-22,25;2
238;3,15,-18,21,25;1
238;3,12,-18,24,25;1
238;3,5,-18,-22,25;3
238;0,-4,-18,-22,25;3
238;0,-18,-22,-26,-27;7
239;3,15,21,25;1
239;3,12,24,25;1
239;3,5,-22,25;3
239;0,-4,-22,25;3
239;0,-22,-26,-27;7
240;15,22,25;0
240;13,23,25;0
240;5,-21,25;2
241;15,18,22,25;0
241;13,18,23,25;0
241;5,18,-21,25;2
242;15,19,22,25;0
242;13,19,23,25;0
242;5,19,-21,25;2
243;15,18,19,22,25;0
243;13,18,19,23,25;0
243;5,18,19,-21,25;2
243;3,15,-20,22,25;1
243;3,13,-20,23,25;1
243;3,5,-20,-21,25;3
243;0,-4,-20,-21,25;3
243;0,-20,-21,-26,-27;7
244;15,20,22,25;0
244;13,20,23,25;0
244;5,20,-21,25;2
245;15,18,20,22,25;0
245;13,18,20,23,25;0
245;5,18,20,-21,25;2
245;3,15,-19,22,25;1
245;3,13,-19,23,25;1
245;3,5,-19,-21,25;3
245;0,-4,-19,-21,25;3
245;0,-19,-21,-26,-27;7
246;15,19,20,22,25;0
246;13,19,20,23,25;0
246;5,19,20,-21,25;2
246;3,15,-18,22,25;1
246;3,13,-18,23,25;1
246;3,5,-18,-21,25;3
246;0,-4,-18,-21,25;3
246;0,-18,-21,-26,-27;7
247;3,15,22,25;1
247;3,13,23,25;1
247;3,5,-21,25;3
247;0,-4,-21,25;3
247;0,-21,-26,-27;7
248;5,25;2
249;5,18,25;2
250;5,19,25;2
251;5,18,19,25;2
251;3,5,-20,25;3
251;0,-4,-20,25;3
251;0,-20,-26,-27;7
252;5,20,25;2
253;5,18,20,25;2
253;3,5,-19,25;3
253;0,-4,-19,25;3
253;0,-19,-26,-27;7
254;5,19,20,25;2
254;3,5,-18,25;3
254;0,-4,-18,25;3
254;0,-18,-26,-27;7
255;3,5,25;3
255;0,-4,25;3
255;0,-26,-27;7
256;26;0
257;18,26;0
258;19,26;0
259;18,19,26;0
259;3,-20,26;1
260;20,26;0
261;18,20,26;0
261;3,-19,26;1
262;19,20,26;0
262;3,-18,26;1
263;3,26;1
264;21,26;0
265;18,21,26;0
266;19,21,26;0
267;18,19,21,26;0
267;3,-20,21,26;1
268;20,21,26;0
269;18,20,21,26;0
269;3,-19,21,26;1
270;19,20,21,26;0
270;3,-18,21,26;1
271;3,21,26;1
272;22,26;0
273;18,22,26;0
274;19,22,26;0
275;18,19,22,26;0
275;3,-20,22,26;1
276;20,22,26;0
277;18,20,22,26;0
277;3,-19,22,26;1
278;19,20,22,26;0
278;3,-18,22,26;1
279;3,22,26;1
280;14,26;0
281;14,18,26;0
282;14,19,26;0
283;14,18,19,26;0
283;3,14,-20,26;1
284;14,20,26;0
285;14,18,20,26;0
285;3,14,-19,26;1
286;14,19,20,26;0
286;3,14,-18,26;1
287;3,14,26;1
288;23,26;0
289;18,23,26;0
290;19,23,26;0
291;18,19,23,26;0
291;3,-20,23,26;1
292;20,23,26;0
293;18,20,23,26;0
293;3,-19,23,26;1
294;19,20,23,26;0
294;3,-18,23,26;1
295;3,23,26;1
296;12,26;0
297;12,18,26;0
298;12,19,26;0
299;12,18,19,26;0
299;3,12,-20,26;1
300;12,20,26;0
301;12,18,20,26;0
301;3,12,-19,26;1
302;12,19,20,26;0
302;3,12,-18,26;1
303;3,12,26;1
304;22,23,26;0
305;18,22,23,26;0
306;19,22,23,26;0
307;18,19,22,23,26;0
307;3,-20,22,23,26;1
308;20,22,23,26;0
309;18,20,22,23,26;0
309;3,-19,22,23,26;1
310;19,20,22,23,26;0
310;3,-18,22,23,26;1
311;3,22,23,26;1
312;14,23,26;0
312;12,22,26;0
312;5,-24,26;2
313;14,18,23,26;0
313;12,18,22,26;0
313;5,18,-24,26;2
314;14,19,23,26;0
314;12,19,22,26;0
314;5,19,-24,26;2
315;14,18,19,23,26;0
315;12,18,19,22,26;0
315;5,18,19,-24,26;2
315;3,14,-20,23,26;1
315;3,12,-20,22,26;1
315;3,5,-20,-24,26;3
315;0,-4,-20,-24,26;3
315;0,-20,-24,-25,-27;7
316;14,20,23,26;0
316;12,20,22,26;0
316;5,20,-24,26;2
317;14,18,20,23,26;0
317;12,18,20,22,26;0
317;5,18,20,-24,26;2
317;3,14,-19,23,26;1
317;3,12,-19,22,26;1
317;3,5,-19,-24,26;3
317;0,-4,-19,-24,26;3
317;0,-19,-24,-25,-27;7
318;14,19,20,23,26;0
318;12,19,20,22,26;0
318;5,19,20,-24,26;2
318;3,14,-18,23,26;1
318;3,12,-18,22,26;1
318;3,5,-18,-24,26;3
318;0,-4,-18,-24,26;3
318;0,-18,-24,-25,-27;7
319;3,14,23,26;1
319;3,12,22,26;1
319;3,5,-24,26;3
319;0,-4,-24,26;3
319;0,-24,-25,-27;7
320;24,26;0
321;18,24,26;0
322;19,24,26;0
323;18,19,24,26;0
323;3,-20,24,26;1
324;20,24,26;0
325;18,20,24,26;0
325;3,-19,24,26;1
326;19,20,24,26;0
326;3,-18,24,26;1
327;3,24,26;1
328;21,24,26;0
329;18,21,24,26;0
330;19,21,24,26;0
331;18,19,21,24,26;0
331;3,-20,21,24,26;1
332;20,21,24,26;0
333;18,20,21,24,26;0
333;3,-19,21,24,26;1
334;19,20,21,24,26;0
334;3,-18,21,24,26;1
335;3,21,24,26;1
336;13,26;0
337;13,18,26;0
338;13,19,26;0
339;13,18,19,26;0
339;3,13,-20,26;1
340;13,20,26;0
341;13,18,20,26;0
341;3,13,-19,26;1
342;13,19,20,26;0
342;3,13,-18,26;1
343;3,13,26;1
344;14,24,26;0
344;13,21,26;0
344;5,-23,26;2
345;14,18,24,26;0
345;13,18,21,26;0
345;5,18,-23,26;2
346;14,19,24,26;0
346;13,19,21,26;0
346;5,19,-23,26;2
347;14,18,19,24,26;0
347;13,18,19,21,26;0
347;5,18,19,-23,26;2
347;3,14,-20,24,26;1
347;3,13,-20,21,26;1
347;3,5,-20,-23,26;3
347;0,-4,-20,-23,26;3
347;0,-20,-23,-25,-27;7
348;14,20,24,26;0
348;13,20,21,26;0
348;5,20,-23,26;2
349;14,18,20,24,26;0
349;13,18,20,21,26;0
349;5,18,20,-23,26;2
349;3,14,-19,24,26;1
349;3,13,-19,21,26;1
349;3,5,-19,-23,26;3
349;0,-4,-19,-23,26;3
349;0,-19,-23,-25,-27;7
350;14,19,20,24,26;0
350;13,19,20,21,26;0
350;5,19,20,-23,26;2
350;3,14,-18,24,26;1
350;3,13,-18,21,26;1
350;3,5,-18,-23,26;3
350;0,-4,-18,-23,26;3
350;0,-18,-23,-25,-27;7
351;3,14,24,26;1
351;3,13,21,26;1
351;3,5,-23,26;3
351;0,-4,-23,26;3
351;0,-23,-25,-27;7
352;15,26;0
353;15,18,26;0
354;15,19,26;0
355;15,18,19,26;0
355;3,15,-20,26;1
356;15,20,26;0
357;15,18,20,26;0
357;3,15,-19,26;1
358;15,19,20,26;0
358;3,15,-18,26;1
359;3,15,26;1
360;15,21,26;0
360;12,24,26;0
360;5,-22,26;2
361;15,18,21,26;0
361;12,18,24,26;0
361;5,18,-22,26;2
362;15,19,21,26;0
362;12,19,24,26;0
362;5,19,-22,26;2
363;15,18,19,21,26;0
363;12,18,19,24,26;0
363;5,18,19,-22,26;2
363;3,15,-20,21,26;1
363;3,12,-20,24,26;1
363;3,5,-20,-22,26;3
363;0,-4,-20,-22,26;3
363;0,-20,-22,-25,-27;7
364;15,20,21,26;0
364;12,20,24,26;0
364;5,20,-22,26;2
365;15,18,20,21,26;0
365;12,18,20,24,26;0
365;5,18,20,-22,26;2
365;3,15,-19,21,26;1
365;3,12,-19,24,26;1
365;3,5,-19,-22,26;3
365;0,-4,-19,-22,26;3
365;0,-19,-22,-25,-27;7
366;15,19,20,21,26;0
366;12,19,20,24,26;0
366;5,19,20,-22,26;2
366;3,15,-18,21,26;1
366;3,12,-18,24,26;1
366;3,5,-18,-22,26;3
366;0,-4,-18,-22,26;3
366;0,-18,-22,-25,-27;7
367;3,15,21,26;1
367;3,12,24,26;1
367;3,5,-22,26;3
367;0,-4,-22,26;3
367;0,-22,-25,-27;7
368;15,22,26;0
368;13,23,26;0
368;5,-21,26;2
369;15,18,22,26;0
369;13,18,23,26;0
369;5,18,-21,26;2
370;15,19,22,26;0
370;13,19,23,26;0
370;5,19,-21,26;2
371;15,18,19,22,26;0
371;13,18,19,23,26;0
371;5,18,19,-21,26;2
371;3,15,-20,22,26;1
371;3,13,-20,23,26;1
371;3,5,-20,-21,26;3
371;0,-4,-20,-21,26;3
371;0,-20,-21,-25,-27;7
372;15,20,22,26;0
372;13,20,23,26;0
372;5,20,-21,26;2
373;15,18,20,22,26;0
373;13,18,20,23,26;0
373;5,18,20,-21,26;2
373;3,15,-19,22,26;1
373;3,13,-19,23,26;1
373;3,5,-19,-21,26;3
373;0,-4,-19,-21,26;3
373;0,-19,-21,-25,-27;7
374;15,19,20,22,26;0
374;13,19,20,23,26;0
374;5,19,20,-21,26;2
374;3,15,-18,22,26;1
374;3,13,-18,23,26;1
374;3,5,-18,-21,26;3
374;0,-4,-18,-21,26;3
374;0,-18,-21,-25,-27;7
375;3,15,22,26;1
375;3,13,23,26;1
375;3,5,-21,26;3
375;0,-4,-21,26;3
375;0,-21,-25,-27;7
376;5,26;2
377;5,18,26;2
378;5,19,26;2
379;5,18,19,26;2
379;3,5,-20,26;3
379;0,-4,-20,26;3
379;0,-20,-25,-27;7
380;5,20,26;2
381;5,18,20,26;2
381;3,5,-19,26;3
381;0,-4,-19,26;3
381;0,-19,-25,-27;7
382;5,19,20,26;2
382;3,5,-18,26;3
382;0,-4,-18,26;3
382;0,-18,-25,-27;7
383;3,5,26;3
383;0,-4,26;3
383;0,-25,-27;7
384;25,26;0
384;4,-27;4
385;18,25,26;0
385;4,18,-27;4
386;19,25,26;0
386;4,19,-27;4
387;18,19,25,26;0
387;4,18,19,-27;4
387;3,-20,25,26;1
387;3,4,-20,-27;5
387;0,-5,-20,-27;5
388;20,25,26;0
388;4,20,-27;4
389;18,20,25,26;0
389;4,18,20,-27;4
389;3,-19,25,26;1
389;3,4,-19,-27;5
389;0,-5,-19,-27;5
390;19,20,25,26;0
390;4,19,20,-27;4
390;3,-18,25,26;1
390;3,4,-18,-27;5
390;0,-5,-18,-27;5
391;3,25,26;1
391;3,4,-27;5
391;0,-5,-27;5
392;21,25,26;0
392;4,21,-27;4
393;18,21,25,26;0
393;4,18,21,-27;4
394;19,21,25,26;0
394;4,19,21,-27;4
395;18,19,21,25,26;0
395;4,18,19,21,-27;4
395;3,-20,21,25,26;1
395;3,4,-20,21,-27;5
395;0,-5,-20,21,-27;5
395;0,-13,-20,-23,-27;7
395;0,-15,-20,-22,-27;7
396;20,21,25,26;0
396;4,20,21,-27;4
397;18,20,21,25,26;0
397;4,18,20,21,-27;4
397;3,-19,21,25,26;1
397;3,4,-19,21,-27;5
397;0,-5,-19,21,-27;5
397;0,-13,-19,-23,-27;7
397;0,-15,-19,-22,-27;7
398;19,20,21,25,26;0
398;4,19,20,21,-27;4
398;3,-18,21,25,26;1
398;3,4,-18,21,-27;5
398;0,-5,-18,21,-27;5
398;0,-13,-18,-23,-27;7
398;0,-15,-18,-22,-27;7
399;3,21,25,26;1
399;3,4,21,-27;5
399;0,-5,21,-27;5
399;0,-13,-23,-27;7
399;0,-15,-22,-27;7
400;22,25,26;0
400;4,22,-27;4
401;18,22,25,26;0
401;4,18,22,-27;4
402;19,22,25,26;0
402;4,19,22,-27;4
403;18,19,22,25,26;0
403;4,18,19,22,-27;4
403;3,-20,22,25,26;1
403;3,4,-20,22,-27;5
403;0,-5,-20,22,-27;5
403;0,-12,-20,-24,-27;7
403;0,-15,-20,-21,-27;7
404;20,22,25,26;0
404;4,20,22,-27;4
405;18,20,22,25,26;0
405;4,18,20,22,-27;4
405;3,-19,22,25,26;1
405;3,4,-19,22,-27;5
405;0,-5,-19,22,-27;5
405;0,-12,-19,-24,-27;7
405;0,-15,-19,-21,-27;7
406;19,20,22,25,26;0
406;4,19,20,22,-27;4
406;3,-18,22,25,26;1
406;3,4,-18,22,-27;5
406;0,-5,-18,22,-27;5
406;0,-12,-18,-24,-27;7
406;0,-15,-18,-21,-27;7
407;3,22,25,26;1
407;3,4,22,-27;5
407;0,-5,22,-27;5
407;0,-12,-24,-27;7
407;0,-15,-21,-27;7
408;14,25,26;0
408;4,14,-27;4
409;14,18,25,26;0
409;4,14,18,-27;4
410;14,19,25,26;0
410;4,14,19,-27;4
411;0,-15,-20,-27;7
412;14,20,25,26;0
412;4,14,20,-27;4
413;0,-15,-19,-27;7
414;0,-15,-18,-27;7
415;0,-15,-27;7
416;23,25,26;0
416;4,23,-27;4
417;18,23,25,26;0
417;4,18,23,-27;4
418;19,23,25,26;0
418;4,19,23,-27;4
419;18,19,23,25,26;0
419;4,18,19,23,-27;4
419;3,-20,23,25,26;1
419;3,4,-20,23,-27;5
419;0,-5,-20,23,-27;5
419;0,-13,-20,-21,-27;7
419;0,-14,-20,-24,-27;7
420;20,23,25,26;0
420;4,20,23,-27;4
421;18,20,23,25,26;0
421;4,18,20,23,-27;4
421;3,-19,23,25,26;1
421;3,4,-19,23,-27;5
421;0,-5,-19,23,-27;5
421;0,-13,-19,-21,-27;7
421;0,-14,-19,-24,-27;7
422;19,20,23,25,26;0
422;4,19,20,23,-27;4
422;3,-18,23,25,26;1
422;3,4,-18,23,-27;5
422;0,-5,-18,23,-27;5
422;0,-13,-18,-21,-27;7
422;0,-14,-18,-24,-27;7
423;3,23,25,26;1
423;3,4,23,-27;5
423;0,-5,23,-27;5
423;0,-13,-21,-27;7
423;0,-14,-24,-27;7
424;12,25,26;0
424;4,12,-27;4
425;12,18,25,26;0
425;4,12,18,-27;4
426;12,19,25,26;0
426;4,12,19,-27;4
427;0,-13,-20,-27;7
428;12,20,25,26;0
428;4,12,20,-27;4
429;0,-13,-19,-27;7
430;0,-13,-18,-27;7
431;0,-13,-27;7
432;22,23,25,26;0
432;4,22,23,-27;4
433;18,22,23,25,26;0
433;4,18,22,23,-27;4
434;19,22,23,25,26;0
434;4,19,22,23,-27;4
435;0,-20,-21,-24,-27;7
436;20,22,23,25,26;0
436;4,20,22,23,-27;4
437;0,-19,-21,-24,-27;7
438;0,-18,-21,-24,-27;7
439;0,-21,-24,-27;7
440;14,23,25,26;0
440;12,22,25,26;0
440;5,-24,25,26;2
440;4,14,23,-27;4
440;4,12,22,-27;4
440;4,5,-24,-27;6
440;0,-3,-24,-27;6
441;14,18,23,25,26;0
441;12,18,22,25,26;0
441;5,18,-24,25,26;2
441;4,14,18,23,-27;4
441;4,12,18,22,-27;4
441;4,5,18,-24,-27;6
441;0,-3,18,-24,-27;6
441;0,-19,-20,-24,-27;7
442;14,19,23,25,26;0
442;12,19,22,25,26;0
442;5,19,-24,25,26;2
442;4,14,19,23,-27;4
442;4,12,19,22,-27;4
442;4,5,19,-24,-27;6
442;0,-3,19,-24,-27;6
442;0,-18,-20,-24,-27;7
443;0,-20,-24,-27;7
444;14,20,23,25,26;0
444;12,20,22,25,26;0
444;5,20,-24,25,26;2
444;4,14,20,23,-27;4
444;4,12,20,22,-27;4
444;4,5,20,-24,-27;6
444;0,-3,20,-24,-27;6
444;0,-18,-19,-24,-27;7
445;0,-19,-24,-27;7
446;0,-18,-24,-27;7
447;0,-24,-27;7
448;24,25,26;0
448;4,24,-27;4
449;18,24,25,26;0
449;4,18,24,-27;4
450;19,24,25,26;0
450;4,19,24,-27;4
451;18,19,24,25,26;0
451;4,18,19,24,-27;4
451;3,-20,24,25,26;1
451;3,4,-20,24,-27;5
451;0,-5,-20,24,-27;5
451;0,-12,-20,-22,-27;7
451;0,-14,-20,-23,-27;7
452;20,24,25,26;0
452;4,20,24,-27;4
453;18,20,24,25,26;0
453;4,18,20,24,-27;4
453;3,-19,24,25,26;1
453;3,4,-19,24,-27;5
